0	0
0	1
1	2
2	3
3	4
3	5
5	6
6	7
7	8
7	9
7	10
8	11
8	12
9	13
10	14
11	15
11	16
13	17
16	18
17	19
17	20
19	21
19	22
20	23
20	24
21	25
21	26
21	27
21	28
22	29
22	30
23	31
25	32
26	33
27	34
27	35
27	36
28	37
29	38
29	39
30	40
31	41
32	42
32	43
32	44
32	45
33	46
34	47
34	48
35	49
36	50
37	51
38	52
38	53
39	54
40	55
41	56
42	57
42	58
43	59
43	60
44	61
45	62
46	63
46	64
47	65
48	66
48	67
49	68
49	69
49	70
50	71
52	72
52	73
53	74
53	75
54	76
55	77
55	78
56	79
56	80
57	81
58	82
58	83
59	84
59	85
60	86
61	87
63	88
63	89
63	90
63	91
63	92
64	93
64	94
65	95
66	96
66	97
67	98
68	99
69	100
69	101
70	102
71	103
72	104
74	105
75	106
76	107
77	108
79	109
80	110
82	111
83	112
83	113
83	114
84	115
85	116
85	117
87	118
88	119
89	120
90	121
91	122
92	123
92	124
93	125
94	126
95	127
95	128
97	129
97	130
98	131
98	132
99	133
99	134
100	135
100	136
102	137
103	138
103	139
104	140
105	141
105	142
107	143
108	144
109	145
110	146
111	147
111	148
111	149
111	150
112	151
113	152
113	153
114	154
115	155
116	156
116	157
116	158
117	159
118	160
118	161
118	162
119	163
120	164
121	165
122	166
123	167
124	168
125	169
125	170
126	171
126	172
127	173
127	174
128	175
129	176
130	177
130	178
131	179
133	180
134	181
136	182
136	183
137	184
137	185
138	186
138	187
139	188
140	189
141	190
141	191
141	192
141	193
142	194
144	195
145	196
146	197
148	198
149	199
149	200
150	201
150	202
151	203
151	204
152	205
152	206
152	207
152	208
153	209
155	210
156	211
157	212
158	213
159	214
159	215
159	216
161	217
161	218
161	219
162	220
163	221
164	222
165	223
166	224
167	225
168	226
168	227
170	228
170	229
171	230
171	231
172	232
172	233
173	234
173	235
174	236
174	237
176	238
176	239
177	240
177	241
177	242
177	243
178	244
179	245
179	246
179	247
180	248
181	249
182	250
182	251
183	252
185	253
185	254
186	255
187	256
188	257
188	258
189	259
190	260
191	261
191	262
192	263
193	264
194	265
196	266
198	267
200	268
200	269
200	270
204	271
204	272
204	273
204	274
205	275
205	276
206	277
207	278
208	279
209	280
209	281
209	282
210	283
210	284
210	285
213	284
213	286
214	287
215	288
215	289
215	290
216	291
217	292
218	293
219	294
220	295
221	296
222	297
223	298
223	299
224	300
225	301
225	302
226	303
227	304
228	305
228	306
228	307
229	308
229	309
230	310
231	311
232	312
233	313
233	314
234	315
234	316
235	317
236	318
237	319
237	320
238	321
238	322
239	323
239	324
239	325
240	326
240	327
240	328
241	329
241	330
241	331
241	332
242	333
243	334
244	335
245	336
245	337
246	338
247	339
248	340
249	341
250	342
250	343
250	344
251	345
252	346
252	347
254	348
254	349
256	350
258	351
259	352
260	353
260	354
260	355
261	356
262	357
262	358
262	359
264	360
264	361
265	362
266	363
266	364
267	365
268	366
268	367
269	368
269	369
271	370
271	371
271	372
271	373
272	374
272	375
272	376
273	377
273	378
273	379
274	380
274	381
274	382
274	383
274	384
275	385
275	386
275	387
275	388
276	389
277	390
277	391
277	392
277	393
277	394
277	395
278	396
278	397
278	398
278	399
279	400
280	401
282	402
282	403
283	404
285	405
285	406
287	407
287	408
287	409
288	410
288	411
289	412
289	413
290	414
292	415
293	416
294	417
294	418
295	419
296	420
297	421
298	422
298	423
299	424
300	425
300	426
301	427
302	428
303	429
303	430
304	431
304	432
305	433
305	434
306	435
307	436
308	437
309	438
309	439
309	440
309	441
309	442
309	443
309	444
310	445
311	446
313	447
313	448
314	449
315	450
316	451
317	452
318	453
318	454
318	455
319	456
320	457
321	458
321	459
322	460
322	461
322	462
323	463
323	464
324	465
325	466
325	467
326	468
327	469
327	470
327	471
328	472
328	473
329	474
329	475
330	476
331	477
332	478
333	479
334	480
335	481
336	482
336	483
337	484
338	485
338	486
339	487
339	488
339	489
340	490
340	491
341	492
342	493
342	494
343	495
344	496
344	497
345	498
346	499
346	500
347	501
348	502
348	503
348	504
348	505
349	506
350	507
351	508
353	509
354	510
354	511
355	512
355	513
356	514
356	515
357	516
358	517
358	518
359	519
359	520
360	521
362	522
362	523
363	524
363	525
363	526
364	527
365	528
366	529
366	530
367	531
367	532
367	533
367	534
368	535
369	536
369	537
370	538
370	539
371	540
371	541
372	542
373	543
375	544
376	545
377	546
377	547
377	548
